"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"115","Baila Baila Baila",88,"Ozuna","Ozuna","Baila Baila Baila",13,"Perú",0.816,0.754,11,-2.75,0,0.111,0.0361,0,0.217,0.533,99.966,158400,4,"2019-01-05"
"116","Faldita",69,"Leslie Shaw","Leslie Shaw feat. Mau y Ricky","Faldita",14,"Perú",0.846,0.789,11,-3.245,0,0.0653,0.00828,5.42e-05,0.058,0.806,98,190193,4,"2019-03-08"
"117","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",15,"Perú",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"118","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",16,"Perú",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"119","Baby",82,"Amenazzy","Amenazzy feat. Nicky Jam feat. Farruko","Baby",17,"Perú",0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"2018-12-21"
"120","Esclavo de Tus Besos",87,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",18,"Perú",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"121","Pa Olvidarte (feat. Manuel Turizo) - Remix",83,"ChocQuibTown","ChocQuibTown feat. Zion & Lennox feat. Farruko feat. Manuel Turizo","Pa Olvidarte (feat. Manuel Turizo) [Remix]",19,"Perú",0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,4,"2019-02-01"
"122","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",20,"Perú",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"123","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",21,"Perú",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"124","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",22,"Perú",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"125","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",23,"Perú",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"126","Dile la Verdad",78,"The Rudeboyz","The Rudeboyz feat. Jowell & Randy feat. Manuel Turizo","Dile la Verdad",24,"Perú",0.886,0.701,7,-3.504,1,0.141,0.292,1.16e-05,0.0574,0.823,103.002,219029,4,"2019-01-11"
"127","Aullando",86,"Wisin & Yandel","Wisin & Yandel feat. Romeo Santos","Los Campeones del Pueblo ""The Big Leagues""",25,"Perú",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"2018-12-14"
"128","Puntos Suspensivos",79,"Piso 21","Piso 21","Ubuntu",26,"Perú",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"129","Sola",78,"Manuel Turizo","Manuel Turizo","Sola",27,"Perú",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"130","Imposible",70,"Luis Fonsi","Luis Fonsi feat. Ozuna","VIDA",28,"Perú",0.783,0.738,11,-4.078,1,0.0741,0.127,0,0.127,0.925,90.976,164533,4,"2019-02-01"
"131","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",29,"Perú",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"132","Ya No Tiene Novio",80,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",30,"Perú",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"133","Tal Vez",90,"Paulo Londra","Paulo Londra","Tal Vez",31,"Perú",0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4,"2019-04-03"
"134","Cristina",80,"Sebastian Yatra","Sebastian Yatra","Cristina",32,"Perú",0.649,0.502,5,-4.368,1,0.0437,0.286,0,0.166,0.695,87,202040,3,"2019-03-22"
"135","Déjalo",76,"Nacho","Nacho feat. Manuel Turizo","Déjalo",33,"Perú",0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"2018-11-30"
"136","Amigos Con Derechos",81,"Reik","Reik feat. Maluma","Amigos Con Derechos",34,"Perú",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"137","Que Le De",83,"Rauw Alejandro","Rauw Alejandro feat. Nicky Jam","Que Le De",35,"Perú",0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,"2019-01-25"
"138","Destino",79,"Greeicy","Greeicy feat. Nacho","Destino",36,"Perú",0.708,0.761,0,-3.02,1,0.093,0.0105,8.51e-06,0.0462,0.71,188.124,180480,4,"2019-03-15"
"139","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",37,"Perú",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"140","Con Altura",90,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",38,"Perú",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"141","Señor Mentira",65,"Daniela Darcourt","Daniela Darcourt","Señor Mentira",39,"Perú",0.613,0.89,10,-5.504,0,0.0418,0.382,5.69e-06,0.137,0.837,179.931,269232,4,"2019-02-14"
"142","Déjate Querer",83,"Lalo Ebratt","Lalo Ebratt feat. Sebastian Yatra feat. Yera feat. Trapical Minds","Déjate Querer",40,"Perú",0.755,0.792,6,-4.238,1,0.0484,0.028,0,0.0754,0.844,106.014,202824,4,"2019-02-28"
"143","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",41,"Perú",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"144","A Solas - Remix",80,"Lunay","Lunay feat. Lyanno feat. Anuel Aa feat. Brytiago feat. Alex Rose","A Solas Remix",42,"Perú",0.618,0.743,6,-2.576,0,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,4,"2018-12-07"
"145","Adiós Amor",63,"Daniela Darcourt","Daniela Darcourt","Adiós Amor",43,"Perú",0.677,0.771,1,-6.204,1,0.034,0.205,2.71e-06,0.0912,0.304,92.514,268214,4,"2018-10-01"
"146","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",44,"Perú",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"147","PPP - Remix",76,"Kevin Roldan","Kevin Roldan feat. Zion & Lennox feat. DJ Maff","PPP (Remix)",45,"Perú",0.803,0.749,4,-4.358,1,0.143,0.287,0,0.369,0.67,93.005,214600,4,"2019-01-25"
"148","Por Perro",70,"Sebastian Yatra","Sebastian Yatra feat. Luis Figueroa feat. Lary Over","MANTRA",46,"Perú",0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"2018-05-18"
"149","Soltera",83,"Lunay","Lunay feat. Chris Jeday feat. Gaby Music","Soltera",47,"Perú",0.778,0.731,5,-4.325,1,0.0399,0.446,0,0.251,0.854,91.991,213913,4,"2019-02-21"
"150","Hipócrita",78,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",48,"Perú",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"151","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",49,"Perú",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"152","Swing",84,"Danny Ocean","Danny Ocean","54+1",50,"Perú",0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486,155058,4,"2019-03-22"
"153","Otro Trago",94,"Sech","Sech feat. Darell","Sueños",1,"Paraguay",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"154","Qué pasó?",42,"J.Beren","J.Beren feat. Nassim","Qué pasó?",2,"Paraguay",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"155","Tal Vez",90,"Paulo Londra","Paulo Londra","Tal Vez",3,"Paraguay",0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4,"2019-04-03"
"156","Que Mas Pues - Remix",86,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",4,"Paraguay",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"157","Apagar la luz (feat. Gustavo Elis)",43,"Polo Nandez","Polo Nandez feat. Gustavo Elis","Apagar la luz (feat. Gustavo Elis)",5,"Paraguay",0.445,0.78,0,-6.525,1,0.121,0.573,0,0.135,0.712,100.008,190081,3,"2019-05-10"
"158","Soltera - Remix",92,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",6,"Paraguay",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"159","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",7,"Paraguay",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"160","Tuyo",41,"J.Beren","J.Beren","Tuyo",8,"Paraguay",0.811,0.881,7,-2.757,0,0.0405,0.183,0.00148,0.0651,0.649,99.987,175800,4,"2019-02-22"
"161","Pa Mí - Remix",87,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",9,"Paraguay",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"162","I Remember",30,"Jose De Mara","Jose De Mara feat. Crusy feat. Brian Cross","I Remember",10,"Paraguay",0.653,0.962,0,-3.483,1,0.0545,0.0268,0.0303,0.109,0.639,125.005,236160,4,"2019-05-13"
"163","Tiempo",47,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo",11,"Paraguay",0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"164","Solita",78,"Sech","Sech feat. Farruko feat. Zion & Lennox","Sueños",12,"Paraguay",0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,4,"2019-04-19"
"165","Cuaderno",81,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",13,"Paraguay",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"166","Secreto",90,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",14,"Paraguay",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"167","Pon Dem (Dancehall Edit)",25,"Sansixto","Sansixto feat. Sunministers feat. Richie Loop","Pon Dem",15,"Paraguay",0.727,0.683,11,-5.56,0,0.355,0.256,2.07e-05,0.231,0.117,104.803,125714,4,"2019-05-04"
"168","Si Se Da",86,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",16,"Paraguay",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"169","De Beber",30,"Crusy","Crusy feat. Jose De Mara feat. NORII","God Save The Groove Vol. 2: The Miami Edition (Mixed By Kryder)",17,"Paraguay",0.694,0.974,9,-2.449,0,0.105,0.00518,0.0593,0.131,0.592,125.007,174240,4,"2019-04-19"
"170","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",18,"Paraguay",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"171","Hope",40,"Mike Wit","Mike Wit","Hope",19,"Paraguay",0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-04-12"
"172","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece",20,"Paraguay",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"173","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",21,"Paraguay",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"174","Miss Lonely - Dimelo Flow Remix",75,"Sech","Sech feat. Justin Quiles feat. De La Ghetto feat. Dimelo Flow","Sueños",22,"Paraguay",0.669,0.711,0,-5.461,1,0.156,0.176,0,0.024,0.717,81.921,240366,4,"2019-04-19"
"175","Desconocidos",71,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",23,"Paraguay",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"176","Esclavo de Tus Besos",87,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",24,"Paraguay",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"177","HP",91,"Maluma","Maluma","HP",25,"Paraguay",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-03-01"
"178","Baila Baila Baila - Remix",86,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",26,"Paraguay",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"179","Delincuente",80,"Farruko","Farruko feat. Anuel Aa feat. Kendo Kaponi","Gangalee",27,"Paraguay",0.655,0.858,0,-5.607,0,0.315,0.53,0,0.344,0.65,83.489,396120,4,"2019-04-26"
"180","Sígueme - Remix",74,"Feid","Feid feat. Sech","Sígueme (Remix)",28,"Paraguay",0.753,0.522,1,-5.649,0,0.259,0.618,5.66e-05,0.106,0.651,174.016,202547,4,"2019-02-01"
"181","Someone Else",44,"Mike Wit","Mike Wit feat. Carlota Mad","What The End of A Relationship Sounds Like",29,"Paraguay",0.609,0.734,5,-4.527,1,0.0419,0.522,4.46e-06,0.0721,0.572,109.925,218662,4,"2019-05-03"
"182","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",30,"Paraguay",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"183","Controla",80,"Brytiago","Brytiago feat. Anuel Aa","Controla",31,"Paraguay",0.758,0.699,6,-5.636,1,0.171,0.504,0,0.0922,0.594,90.013,208000,4,"2019-02-15"
"184","A Solas - Remix",80,"Lunay","Lunay feat. Lyanno feat. Anuel Aa feat. Brytiago feat. Alex Rose","A Solas Remix",32,"Paraguay",0.618,0.743,6,-2.576,0,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,4,"2018-12-07"
"185","Soltera",83,"Lunay","Lunay feat. Chris Jeday feat. Gaby Music","Soltera",33,"Paraguay",0.778,0.731,5,-4.325,1,0.0399,0.446,0,0.251,0.854,91.991,213913,4,"2019-02-21"
"186","Qué Más Pues",76,"Sech","Sech feat. Justin Quiles","The Sensation",34,"Paraguay",0.563,0.565,8,-5.514,0,0.376,0.065,0.000169,0.0855,0.818,169.841,203667,4,"2018-12-06"
"187","Rebota",84,"Guaynaa","Guaynaa","Rebota",35,"Paraguay",0.796,0.911,1,-1.998,1,0.285,0.188,0,0.499,0.918,180.128,204631,4,"2018-12-14"
"188","Dices Que Te Vas",75,"Karol G","Karol G feat. Anuel Aa","OCEAN",36,"Paraguay",0.506,0.287,7,-10.009,1,0.0643,0.861,0,0.605,0.57,147.076,202053,4,"2019-05-03"
"189","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",37,"Paraguay",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"190","Baby",82,"Amenazzy","Amenazzy feat. Nicky Jam feat. Farruko","Baby",38,"Paraguay",0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"2018-12-21"
"191","Aullando",86,"Wisin & Yandel","Wisin & Yandel feat. Romeo Santos","Los Campeones del Pueblo ""The Big Leagues""",39,"Paraguay",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"2018-12-14"
"192","Que Le De",83,"Rauw Alejandro","Rauw Alejandro feat. Nicky Jam","Que Le De",40,"Paraguay",0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,"2019-01-25"
"193","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",41,"Paraguay",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"194","Ella Quiere Beber - Remix",86,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",42,"Paraguay",0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,"2018-11-02"
"195","Punto G",72,"Karol G","Karol G","OCEAN",43,"Paraguay",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"196","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",44,"Paraguay",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"197","Vuelva A Ver - Remix",70,"Dalex","Dalex feat. Lyanno feat. Sech feat. Justin Quiles feat. Rauw Alejandro","Climaxxx",45,"Paraguay",0.704,0.592,9,-5.368,1,0.194,0.644,0,0.802,0.386,159.872,267110,4,"2019-05-10"
"198","Pa Olvidarte (feat. Manuel Turizo) - Remix",83,"ChocQuibTown","ChocQuibTown feat. Zion & Lennox feat. Farruko feat. Manuel Turizo","Pa Olvidarte (feat. Manuel Turizo) [Remix]",46,"Paraguay",0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,4,"2019-02-01"
"199","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",47,"Paraguay",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"200","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",48,"Paraguay",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"201","Contra La Pared",86,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",49,"Paraguay",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"202","Culpables",66,"Karol G","Karol G feat. Anuel Aa","OCEAN",50,"Paraguay",0.728,0.812,8,-3.017,0,0.0833,0.287,2.9e-06,0.13,0.418,130.029,228960,4,"2019-05-03"
"203","I Don't Care (with Justin Bieber)",98,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)",51,"Paraguay",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"204","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",1,"Panamá",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"205","Ganas",40,"D3llano","D3llano feat. Kira Brown feat. J. Parker","Ganas",2,"Panamá",0.476,0.445,7,-10.239,0,0.387,0.448,7.13e-05,0.141,0.377,81.396,175243,4,"2019-02-15"
"206","Lollipop",54,"Boza","Boza feat. Faster","Lollipop",3,"Panamá",0.667,0.935,10,-2.98,0,0.164,0.365,0,0.105,0.877,194.115,227653,4,"2018-11-20"
"207","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",4,"Panamá",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"208","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",5,"Panamá",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"209","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",6,"Panamá",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"210","Ella Quiere Beber - Remix",59,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",7,"Panamá",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"211","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",8,"Panamá",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"212","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",9,"Panamá",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"213","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",10,"Panamá",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"214","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",11,"Panamá",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"215","Me Gustaría",61,"Sech","Sech feat. Justin Quiles feat. Jowell & Randy","The Sensation",12,"Panamá",0.683,0.486,8,-7.014,0,0.236,0.328,0,0.08,0.721,170.053,219706,4,"2018-12-06"
"216","Desconocidos",87,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",13,"Panamá",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"217","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece",14,"Panamá",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"218","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",15,"Panamá",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"219","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",16,"Panamá",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"220","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",17,"Panamá",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"221","BEBE (feat. Anuel Aa)",81,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",18,"Panamá",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"222","Créeme",83,"Karol G","Karol G feat. Maluma","Créeme",19,"Panamá",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"223","Luz Apaga",76,"Ozuna","Ozuna feat. Lunay feat. Rauw Alejandro feat. Lyanno","Luz Apaga",20,"Panamá",0.611,0.791,1,-3.558,1,0.173,0.19,3.02e-06,0.12,0.658,192.07,245000,4,"2018-11-16"
"224","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",21,"Panamá",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"225","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",22,"Panamá",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"226","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",23,"Panamá",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"227","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",24,"Panamá",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"228","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE",25,"Panamá",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"229","Devuelveme",76,"Ozuna","Ozuna","Aura",26,"Panamá",0.744,0.769,11,-4.112,1,0.156,0.554,6.96e-06,0.102,0.784,176.002,188907,4,"2018-08-24"
"230","MALA (feat. Anuel Aa)",78,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",27,"Panamá",0.719,0.825,5,-3.627,0,0.0424,0.689,0,0.103,0.789,100.006,206550,4,"2018-11-27"
"231","PPP",79,"Kevin Roldan","Kevin Roldan","PPP",28,"Panamá",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"232","Quiere Beber",50,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",29,"Panamá",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"233","Hipócrita",50,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",30,"Panamá",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"234","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",31,"Panamá",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
