"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"117","Someone Else",43,"Mike Wit","Mike Wit feat. Carlota Mad","What The End of A Relationship Sounds Like",15,"Paraguay",0.609,0.734,5,-4.527,1,0.0419,0.522,4.46e-06,0.0721,0.572,109.925,218662,4,"2019-05-03"
"118","La Playa",83,"Myke Towers","Myke Towers","La Playa",16,"Paraguay",0.796,0.683,10,-2.754,0,0.15,0.108,0,0.107,0.353,140.108,207731,4,"2019-04-09"
"119","Secreto",90,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",17,"Paraguay",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"120","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",18,"Paraguay",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"121","Old Town Road - Remix",98,"Lil Nas X","Lil Nas X feat. Billy Ray Cyrus","Old Town Road",19,"Paraguay",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"2019-04-05"
"122","Delincuente",80,"Farruko","Farruko feat. Anuel Aa feat. Kendo Kaponi","Gangalee",20,"Paraguay",0.655,0.858,0,-5.607,0,0.315,0.53,0,0.344,0.65,83.489,396120,4,"2019-04-26"
"123","Miss Lonely - Dimelo Flow Remix",75,"Sech","Sech feat. Justin Quiles feat. De La Ghetto feat. Dimelo Flow","Sueños",21,"Paraguay",0.669,0.711,0,-5.461,1,0.156,0.176,0,0.024,0.717,81.921,240366,4,"2019-04-19"
"124","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",22,"Paraguay",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"125","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",23,"Paraguay",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"126","Tuyo",41,"J.Beren","J.Beren","Tuyo",24,"Paraguay",0.811,0.881,7,-2.757,0,0.0405,0.183,0.00148,0.0651,0.649,99.987,175800,4,"2019-02-22"
"127","Esclavo de Tus Besos",87,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",25,"Paraguay",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"128","Adan y Eva",72,"Paulo Londra","Paulo Londra","Homerun",26,"Paraguay",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"129","Sígueme - Remix",61,"Feid","Feid feat. Sech","19",27,"Paraguay",0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813,4,"2019-05-17"
"130","Homerun (Intro)",78,"Paulo Londra","Paulo Londra","Homerun",28,"Paraguay",0.822,0.264,5,-9.37,1,0.0593,0.669,0,0.0972,0.672,135.117,149505,4,"2019-05-23"
"131","No Me Conoce - Remix",71,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",29,"Paraguay",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"132","Por Eso Vine",79,"Paulo Londra","Paulo Londra","Homerun",30,"Paraguay",0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,178534,4,"2019-05-23"
"133","HP",77,"Maluma","Maluma","11:11",31,"Paraguay",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"134","Tiempo",47,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo",32,"Paraguay",0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"135","Demasiado Loco",74,"Paulo Londra","Paulo Londra","Homerun",33,"Paraguay",0.824,0.377,1,-8.859,0,0.452,0.327,0,0.121,0.403,85.014,166549,4,"2019-05-23"
"136","Desconocidos",72,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",34,"Paraguay",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"137","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",35,"Paraguay",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"138","11 PM",87,"Maluma","Maluma","11:11",36,"Paraguay",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"139","Dices Que Te Vas",76,"Karol G","Karol G feat. Anuel Aa","OCEAN",37,"Paraguay",0.506,0.287,7,-10.009,1,0.0643,0.861,0,0.605,0.57,147.076,202053,4,"2019-05-03"
"140","Hope",38,"Mike Wit","Mike Wit","Hope",38,"Paraguay",0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-04-12"
"141","Old Town Road",95,"Lil Nas X","Lil Nas X","Old Town Road",39,"Paraguay",0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019,113013,4,"2019-03-14"
"142","A Solas - Remix",80,"Lunay","Lunay feat. Lyanno feat. Anuel Aa feat. Brytiago feat. Alex Rose","A Solas Remix",40,"Paraguay",0.618,0.743,6,-2.576,0,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,4,"2018-12-07"
"143","Con Altura",90,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",41,"Paraguay",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"144","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",42,"Paraguay",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"145","Controla",79,"Brytiago","Brytiago feat. Anuel Aa","Controla",43,"Paraguay",0.758,0.699,6,-5.636,1,0.171,0.504,0,0.0922,0.594,90.013,208000,4,"2019-02-15"
"146","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",44,"Paraguay",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"147","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",45,"Paraguay",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"148","Punto G",72,"Karol G","Karol G","OCEAN",46,"Paraguay",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"149","Que Le De",83,"Rauw Alejandro","Rauw Alejandro feat. Nicky Jam","Que Le De",47,"Paraguay",0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,"2019-01-25"
"150","Contra La Pared",87,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",48,"Paraguay",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"151","Baby",81,"Amenazzy","Amenazzy feat. Nicky Jam feat. Farruko","Baby",49,"Paraguay",0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"2018-12-21"
"152","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",50,"Paraguay",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"153","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",1,"Nicaragua",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"154","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",2,"Nicaragua",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"155","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",3,"Nicaragua",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"156","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4,"Nicaragua",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"157","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",5,"Nicaragua",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"158","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",6,"Nicaragua",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"159","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",7,"Nicaragua",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"160","Ella Quiere Beber - Remix",56,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",8,"Nicaragua",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"161","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE",9,"Nicaragua",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"162","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",10,"Nicaragua",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"163","200 Mph",76,"Bad Bunny","Bad Bunny feat. Diplo feat. Nitti Gritti","X 100PRE",11,"Nicaragua",0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509,4,"2018-12-23"
"164","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",12,"Nicaragua",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"165","¿Quien Tu Eres?",70,"Bad Bunny","Bad Bunny","X 100PRE",13,"Nicaragua",0.727,0.58,2,-6.804,0,0.136,0.185,3.58e-06,0.125,0.325,137.048,159229,4,"2018-12-23"
"166","BEBE (feat. Anuel Aa)",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",14,"Nicaragua",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"167","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",15,"Nicaragua",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"168","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",16,"Nicaragua",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"169","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",17,"Nicaragua",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"170","Tenemos Que Hablar",70,"Bad Bunny","Bad Bunny","X 100PRE",18,"Nicaragua",0.855,0.512,11,-8.165,1,0.0534,0.146,0.000854,0.107,0.144,146.075,224512,4,"2018-12-23"
"171","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",19,"Nicaragua",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"172","Quiere Beber",48,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",20,"Nicaragua",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"173","La Romana",80,"Bad Bunny","Bad Bunny feat. El Alfa","X 100PRE",21,"Nicaragua",0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,"2018-12-23"
"174","Ser Bichote",70,"Bad Bunny","Bad Bunny","X 100PRE",22,"Nicaragua",0.785,0.626,4,-8.03,0,0.0675,0.158,4.6e-06,0.181,0.183,154.946,193211,4,"2018-12-23"
"175","Cuando Perriabas",75,"Bad Bunny","Bad Bunny","X 100PRE",23,"Nicaragua",0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654,4,"2018-12-23"
"176","Como Antes",70,"Bad Bunny","Bad Bunny","X 100PRE",24,"Nicaragua",0.767,0.379,0,-10.348,1,0.0385,0.668,0.000145,0.217,0.252,103.956,230578,4,"2018-12-23"
"177","Feliz Navidad",46,"José Feliciano","José Feliciano","The Definite Best",25,"Nicaragua",0.485,0.857,2,-7.059,1,0.0442,0.534,0,0.347,0.963,148.749,182360,4,"2001-09-03"
"178","RLNDT",69,"Bad Bunny","Bad Bunny","X 100PRE",26,"Nicaragua",0.6,0.528,0,-6.554,1,0.0308,0.263,0,0.588,0.142,108.025,284853,4,"2018-12-23"
"179","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",27,"Nicaragua",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"180","thank u, next",62,"Ariana Grande","Ariana Grande","thank u, next",28,"Nicaragua",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"181","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",29,"Nicaragua",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"182","Mocca",68,"Lalo Ebratt","Lalo Ebratt feat. Trapical","Mocca",30,"Nicaragua",0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,"2018-04-27"
"183","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",31,"Nicaragua",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"184","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",32,"Nicaragua",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"185","Desconocidos",86,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",33,"Nicaragua",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"186","Hipócrita",47,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",34,"Nicaragua",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"187","I Like It",86,"Cardi B","Cardi B feat. Bad Bunny feat. J Balvin","Invasion of Privacy",35,"Nicaragua",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,"2018-04-06"
"188","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",36,"Nicaragua",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"189","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",37,"Nicaragua",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"190","Ya No Tiene Novio",79,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",38,"Nicaragua",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"191","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",39,"Nicaragua",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"192","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",40,"Nicaragua",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"193","All I Want for Christmas Is You",63,"Mariah Carey","Mariah Carey","Merry Christmas",41,"Nicaragua",0.335,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.346,150.277,241107,4,"1994"
"194","Está Rico",76,"Marc Anthony","Marc Anthony feat. Will Smith feat. Bad Bunny","Está Rico",42,"Nicaragua",0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,"2018-09-28"
"195","Mala Mía",78,"Maluma","Maluma","Mala Mía",43,"Nicaragua",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"196","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",44,"Nicaragua",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"197","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",45,"Nicaragua",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"198","Toda - Remix",16,"Alex Rose","Alex Rose feat. Lenny Tavárez feat. Cazzu feat. Rauw Alejandro feat. Lyanno","Fresh",46,"Nicaragua",0.535,0.453,5,-7.5,0,0.136,0.178,0,0.0716,0.425,160.143,378021,4,"2018-06-23"
"199","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",47,"Nicaragua",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"200","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",48,"Nicaragua",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"201","Mocca - Remix",73,"Lalo Ebratt","Lalo Ebratt feat. J Balvin feat. Trapical","Mocca (Remix)",49,"Nicaragua",0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007,202876,4,"2018-10-05"
"202","Desde el Corazón",71,"Bad Bunny","Bad Bunny","Más de un Siglo",50,"Nicaragua",0.739,0.663,10,-6.398,0,0.266,0.0529,0,0.198,0.368,180.025,127040,4,"2018-12-03"
"203","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",1,"Honduras",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"204","Ganas",39,"D3llano","D3llano feat. Kira Brown feat. J. Parker","Ganas",2,"Honduras",0.476,0.445,7,-10.239,0,0.387,0.448,7.13e-05,0.141,0.377,81.396,175243,4,"2019-02-15"
"205","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",3,"Honduras",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"206","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",4,"Honduras",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"207","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",5,"Honduras",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"208","Ella Quiere Beber - Remix",56,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",6,"Honduras",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"209","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",7,"Honduras",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"210","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",8,"Honduras",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"211","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",9,"Honduras",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"212","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",10,"Honduras",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"213","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",11,"Honduras",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"214","Desconocidos",86,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",12,"Honduras",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"215","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",13,"Honduras",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"216","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",14,"Honduras",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"217","BEBE (feat. Anuel Aa)",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",15,"Honduras",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"218","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",16,"Honduras",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"219","Quiere Beber",48,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",17,"Honduras",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"220","thank u, next",62,"Ariana Grande","Ariana Grande","thank u, next",18,"Honduras",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"221","Mocca",68,"Lalo Ebratt","Lalo Ebratt feat. Trapical","Mocca",19,"Honduras",0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,"2018-04-27"
"222","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",20,"Honduras",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"223","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE",21,"Honduras",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"224","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",22,"Honduras",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"225","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",23,"Honduras",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"226","Créeme",82,"Karol G","Karol G feat. Maluma","Créeme",24,"Honduras",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"227","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",25,"Honduras",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"228","Ya No Tiene Novio",79,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",26,"Honduras",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"229","Mala Mía",78,"Maluma","Maluma","Mala Mía",27,"Honduras",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"230","Hipócrita",47,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",28,"Honduras",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"231","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",29,"Honduras",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"232","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",30,"Honduras",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"233","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",31,"Honduras",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"234","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",32,"Honduras",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"235","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",33,"Honduras",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"236","Sunflower - Spider-Man: Into the Spider-Verse",94,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",34,"Honduras",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"237","Amigos Con Derechos",79,"Reik","Reik feat. Maluma","Amigos Con Derechos",35,"Honduras",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"238","PPP",78,"Kevin Roldan","Kevin Roldan","PPP",36,"Honduras",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"239","Subete",64,"Lary Over","Lary Over feat. Lirico En La Casa","Subete",37,"Honduras",0.888,0.864,10,-2.11,0,0.127,0.609,2.07e-05,0.106,0.77,115.96,224019,4,"2018-09-06"
