"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"107","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",5,"Perú",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"108","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",6,"Perú",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"109","Tal Vez",79,"Paulo Londra","Paulo Londra","Homerun",7,"Perú",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899,4,"2019-05-23"
"110","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",8,"Perú",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"111","HP",83,"Maluma","Maluma","11:11",9,"Perú",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"112","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",10,"Perú",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"113","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",11,"Perú",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"114","Con Altura",91,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",12,"Perú",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"115","Desconocidos",73,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",13,"Perú",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"116","Secreto",89,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",14,"Perú",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"117","Callaita",92,"Bad Bunny","Bad Bunny feat. Tainy","Callaita",15,"Perú",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"118","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",16,"Perú",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"119","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",17,"Perú",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"120","La Boca",84,"Mau y Ricky","Mau y Ricky feat. Camilo","Para Aventuras y Curiosidades",18,"Perú",0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279,4,"2019-05-03"
"121","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",19,"Perú",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"122","Créeme",71,"Karol G","Karol G feat. Maluma","OCEAN",20,"Perú",0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,214293,4,"2019-05-03"
"123","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",21,"Perú",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"124","Destino",64,"Greeicy","Greeicy feat. Nacho","Baila",22,"Perú",0.701,0.767,0,-3.055,1,0.0746,0.0135,7.29e-06,0.0612,0.695,188.085,180480,4,"2019-05-17"
"125","Adan y Eva",74,"Paulo Londra","Paulo Londra","Homerun",23,"Perú",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"126","Esclavo de Tus Besos",86,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",24,"Perú",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"127","11 PM",89,"Maluma","Maluma","11:11",25,"Perú",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"128","Ella Quiere Beber - Remix",85,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",26,"Perú",0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,"2018-11-02"
"129","Señor Mentira",57,"Daniela Darcourt","Daniela Darcourt","Esa Soy Yo",27,"Perú",0.613,0.89,10,-5.504,0,0.0418,0.382,5.69e-06,0.137,0.837,179.931,269232,4,"2019-05-31"
"130","Cristina",73,"Sebastian Yatra","Sebastian Yatra","FANTASÍA",28,"Perú",0.411,0.508,5,-4.342,1,0.0557,0.29,0,0.123,0.668,81.96,201627,3,"2019-04-12"
"131","Punto G",73,"Karol G","Karol G","OCEAN",29,"Perú",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"132","Pa Olvidarte (feat. Manuel Turizo) - Remix",81,"ChocQuibTown","ChocQuibTown feat. Zion & Lennox feat. Farruko feat. Manuel Turizo","Pa Olvidarte (feat. Manuel Turizo) [Remix]",30,"Perú",0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,4,"2019-02-01"
"133","Si Se Da",87,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",31,"Perú",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"134","Aullando",86,"Wisin & Yandel","Wisin & Yandel feat. Romeo Santos","Los Campeones del Pueblo ""The Big Leagues""",32,"Perú",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"2018-12-14"
"135","Baby",80,"Amenazzy","Amenazzy feat. Nicky Jam feat. Farruko","Baby",33,"Perú",0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"2018-12-21"
"136","Déjate Querer",83,"Lalo Ebratt","Lalo Ebratt feat. Sebastian Yatra feat. Yera feat. Trapical Minds","Déjate Querer",34,"Perú",0.755,0.792,6,-4.238,1,0.0484,0.028,0,0.0754,0.844,106.014,202824,4,"2019-02-28"
"137","No Me Conoce - Remix",78,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",35,"Perú",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"138","Adictiva",83,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",36,"Perú",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"139","Faldita",67,"Leslie Shaw","Leslie Shaw feat. Mau y Ricky","Faldita",37,"Perú",0.846,0.789,11,-3.245,0,0.0653,0.00828,5.42e-05,0.058,0.806,98,190193,4,"2019-03-08"
"140","Que Le De",83,"Rauw Alejandro","Rauw Alejandro feat. Nicky Jam","Que Le De",38,"Perú",0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,"2019-01-25"
"141","Cuaderno",86,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",39,"Perú",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"142","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",40,"Perú",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"143","Swing",84,"Danny Ocean","Danny Ocean","54+1",41,"Perú",0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486,155058,4,"2019-03-22"
"144","Culpables",66,"Karol G","Karol G feat. Anuel Aa","OCEAN",42,"Perú",0.728,0.812,8,-3.017,0,0.0833,0.287,2.9e-06,0.13,0.418,130.029,228960,4,"2019-05-03"
"145","Adiós Amor",63,"Daniela Darcourt","Daniela Darcourt","Adiós Amor",43,"Perú",0.677,0.771,1,-6.204,1,0.034,0.205,2.71e-06,0.0912,0.304,92.514,268214,4,"2018-10-01"
"146","Reggaeton",82,"J Balvin","J Balvin","Reggaeton",44,"Perú",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"147","No Lo Trates",83,"Pitbull","Pitbull feat. Daddy Yankee feat. Natti Natasha","No Lo Trates",45,"Perú",0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,198453,4,"2019-04-26"
"148","Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)",78,"Paulo Londra","Paulo Londra feat. Ghetto feat. Justin Quiles","Homerun",46,"Perú",0.86,0.697,1,-4.727,1,0.0718,0.102,0,0.159,0.586,129.978,268794,4,"2019-05-23"
"149","Bubalu",80,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",47,"Perú",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"150","Sola",77,"Manuel Turizo","Manuel Turizo","Sola",48,"Perú",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"151","I Don't Care (with Justin Bieber)",99,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)",49,"Perú",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"152","A Solas - Remix",80,"Lunay","Lunay feat. Lyanno feat. Anuel Aa feat. Brytiago feat. Alex Rose","A Solas Remix",50,"Perú",0.618,0.743,6,-2.576,0,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,4,"2018-12-07"
"153","Otro Trago",96,"Sech","Sech feat. Darell","Sueños",1,"Paraguay",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"154","Callaita",92,"Bad Bunny","Bad Bunny feat. Tainy","Callaita",2,"Paraguay",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"155","Qué pasó?",46,"J.Beren","J.Beren feat. Nassim","Qué pasó?",3,"Paraguay",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"156","Soltera - Remix",94,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",4,"Paraguay",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"157","Tal Vez",79,"Paulo Londra","Paulo Londra","Homerun",5,"Paraguay",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899,4,"2019-05-23"
"158","Up",24,"Nacho Fano","Nacho Fano feat. Censored","Up",6,"Paraguay",0.663,0.942,11,-6.008,0,0.0853,0.000735,0.192,0.306,0.482,125.994,221034,4,"2019-05-24"
"159","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",7,"Paraguay",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"160","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",8,"Paraguay",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"161","Cuaderno",86,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",9,"Paraguay",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"162","Pa Mí - Remix",90,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",10,"Paraguay",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"163","Solita",79,"Sech","Sech feat. Farruko feat. Zion & Lennox","Sueños",11,"Paraguay",0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,4,"2019-04-19"
"164","Naked",1,"A-SHO","A-SHO","Naked",12,"Paraguay",0.688,0.45,0,-7.542,0,0.132,0.0262,7.53e-06,0.323,0.617,107.885,197830,4,"2019-06-21"
"165","Si Se Da",87,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",13,"Paraguay",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"166","Someone Else",42,"Mike Wit","Mike Wit feat. Carlota Mad","What The End of A Relationship Sounds Like",14,"Paraguay",0.609,0.734,5,-4.527,1,0.0419,0.522,4.46e-06,0.0721,0.572,109.925,218662,4,"2019-05-03"
"167","La Playa",83,"Myke Towers","Myke Towers","La Playa",15,"Paraguay",0.796,0.683,10,-2.754,0,0.15,0.108,0,0.107,0.353,140.108,207731,4,"2019-04-09"
"168","Secreto",89,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",16,"Paraguay",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"169","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",17,"Paraguay",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"170","Old Town Road - Remix",98,"Lil Nas X","Lil Nas X feat. Billy Ray Cyrus","Old Town Road",18,"Paraguay",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"2019-04-05"
"171","Delincuente",81,"Farruko","Farruko feat. Anuel Aa feat. Kendo Kaponi","Gangalee",19,"Paraguay",0.655,0.858,0,-5.607,0,0.315,0.53,0,0.344,0.65,83.489,396120,4,"2019-04-26"
"172","Miss Lonely - Dimelo Flow Remix",75,"Sech","Sech feat. Justin Quiles feat. De La Ghetto feat. Dimelo Flow","Sueños",20,"Paraguay",0.669,0.711,0,-5.461,1,0.156,0.176,0,0.024,0.717,81.921,240366,4,"2019-04-19"
"173","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",21,"Paraguay",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"174","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",22,"Paraguay",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"175","Tuyo",39,"J.Beren","J.Beren","Tuyo",23,"Paraguay",0.811,0.881,7,-2.757,0,0.0405,0.183,0.00148,0.0651,0.649,99.987,175800,4,"2019-02-22"
"176","Esclavo de Tus Besos",86,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",24,"Paraguay",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"177","Adan y Eva",74,"Paulo Londra","Paulo Londra","Homerun",25,"Paraguay",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"178","Blurry",42,"Thespaacedoutslackerz","Thespaacedoutslackerz","Blurry EP",26,"Paraguay",0.733,0.58,11,-8.127,0,0.136,0.0453,0.0369,0.091,0.17,105.034,187455,4,"2019-06-07"
"179","Sígueme - Remix",63,"Feid","Feid feat. Sech","19",27,"Paraguay",0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813,4,"2019-05-17"
"180","Homerun (Intro)",79,"Paulo Londra","Paulo Londra","Homerun",28,"Paraguay",0.822,0.264,5,-9.37,1,0.0593,0.669,0,0.0972,0.672,135.117,149505,4,"2019-05-23"
"181","No Me Conoce - Remix",78,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",29,"Paraguay",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"182","Por Eso Vine",80,"Paulo Londra","Paulo Londra","Homerun",30,"Paraguay",0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,178534,4,"2019-05-23"
"183","Qué pasó?",46,"J.Beren","J.Beren feat. Nassim","Qué pasó?",31,"Paraguay",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"184","HP",83,"Maluma","Maluma","11:11",32,"Paraguay",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"185","Tiempo",44,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo",33,"Paraguay",0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"186","Demasiado Loco",75,"Paulo Londra","Paulo Londra","Homerun",34,"Paraguay",0.824,0.377,1,-8.859,0,0.452,0.327,0,0.121,0.403,85.014,166549,4,"2019-05-23"
"187","Desconocidos",73,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",35,"Paraguay",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"188","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",36,"Paraguay",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"189","11 PM",89,"Maluma","Maluma","11:11",37,"Paraguay",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"190","Dices Que Te Vas",77,"Karol G","Karol G feat. Anuel Aa","OCEAN",38,"Paraguay",0.506,0.287,7,-10.009,1,0.0643,0.861,0,0.605,0.57,147.076,202053,4,"2019-05-03"
"191","Hope",37,"Mike Wit","Mike Wit","Hope",39,"Paraguay",0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-04-12"
"192","Old Town Road",94,"Lil Nas X","Lil Nas X","Old Town Road",40,"Paraguay",0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019,113013,4,"2019-03-14"
"193","Con Altura",91,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",41,"Paraguay",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"194","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",42,"Paraguay",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"195","Controla",78,"Brytiago","Brytiago feat. Anuel Aa","Controla",43,"Paraguay",0.758,0.699,6,-5.636,1,0.171,0.504,0,0.0922,0.594,90.013,208000,4,"2019-02-15"
"196","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",44,"Paraguay",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"197","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",45,"Paraguay",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"198","Punto G",73,"Karol G","Karol G","OCEAN",46,"Paraguay",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"199","Que Le De",83,"Rauw Alejandro","Rauw Alejandro feat. Nicky Jam","Que Le De",47,"Paraguay",0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,"2019-01-25"
"200","Contra La Pared",88,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",48,"Paraguay",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"201","Baby",80,"Amenazzy","Amenazzy feat. Nicky Jam feat. Farruko","Baby",49,"Paraguay",0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"2018-12-21"
"202","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",50,"Paraguay",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"203","Callaita",92,"Bad Bunny","Bad Bunny feat. Tainy","Callaita",1,"Panamá",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"204","Otro Trago",96,"Sech","Sech feat. Darell","Sueños",2,"Panamá",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"205","Cuaderno",86,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",3,"Panamá",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"206","Soltera - Remix",94,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",4,"Panamá",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"207","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",5,"Panamá",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"208","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",6,"Panamá",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"209","Amor Genuino",83,"Ozuna","Ozuna","Amor Genuino",7,"Panamá",0.442,0.445,10,-4.071,0,0.0381,0.653,0,0.118,0.423,85.744,179937,4,"2019-06-04"
"210","Pa Mí - Remix",90,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",8,"Panamá",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"211","Solita",79,"Sech","Sech feat. Farruko feat. Zion & Lennox","Sueños",9,"Panamá",0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,4,"2019-04-19"
"212","No Me Conoce - Remix",78,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",10,"Panamá",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"213","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",11,"Panamá",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"214","Si Se Da",87,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",12,"Panamá",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"215","Delincuente",81,"Farruko","Farruko feat. Anuel Aa feat. Kendo Kaponi","Gangalee",13,"Panamá",0.655,0.858,0,-5.607,0,0.315,0.53,0,0.344,0.65,83.489,396120,4,"2019-04-26"
"216","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",14,"Panamá",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"217","Falsas Promesas",73,"Sech","Sech","Sueños",15,"Panamá",0.412,0.737,5,-5.234,0,0.0896,0.427,0.000871,0.13,0.864,179.952,206607,4,"2019-04-19"
"218","Sígueme - Remix",63,"Feid","Feid feat. Sech","19",16,"Panamá",0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813,4,"2019-05-17"
"219","Me mato",55,"Boza","Boza feat. Faster","Me mato",17,"Panamá",0.768,0.802,2,-3.581,1,0.0594,0.0878,4.08e-05,0.129,0.934,100.981,200187,4,"2019-03-13"
"220","Tal Vez",79,"Paulo Londra","Paulo Londra","Homerun",18,"Panamá",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899,4,"2019-05-23"
"221","Tiene Novio",74,"Sech","Sech feat. Manuel Turizo","Sueños",19,"Panamá",0.711,0.716,5,-5.914,1,0.0424,0.146,4.05e-06,0.0542,0.842,92.996,220945,4,"2019-04-19"
"222","11 PM",89,"Maluma","Maluma","11:11",20,"Panamá",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"223","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",21,"Panamá",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"224","La Mentira - Remix",74,"Brytiago","Brytiago feat. Rafa Pabön feat. Sech feat. Myke Towers feat. Cazzu feat. Rauw Alejandro","La Mentira (Remix)",22,"Panamá",0.811,0.695,5,-3.942,0,0.246,0.395,0,0.109,0.51,93.991,388800,4,"2019-05-17"
"225","Esclavo de Tus Besos",86,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",23,"Panamá",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"226","Boomerang",69,"Sech","Sech","Sueños",24,"Panamá",0.711,0.658,8,-4.628,1,0.0621,0.355,0.0077,0.11,0.608,163.805,203392,4,"2019-04-19"
"227","Secreto",89,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",25,"Panamá",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"228","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",26,"Panamá",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
